,schnam,leaid,gslo,gshi,openEnroll,level,MultiBdy,COUNTY,ENROLLMENT_x,DistrictName,PhysicalCity,Enrollment_1_x,DATE,ending_teachingmethod,starting_teachingmethod,ending_staffmaskpolicy,ending_studentmaskpolicy,ending_lastverifieddate,OpenDateGrouped,starting_staffmaskpolicy,starting_studentmaskpolicy,starting_lastverifieddate,Enrollment_1_y,ENROLLMENT_y,district_enroll,county_enroll
670,Crestview Middle School,3905035,6,8,0.0,2,0,VAN WERT,196.0,Crestview Local School District,Convoy,819.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-09-29,8/26/20,Required for all staff,Required for all students,9/29/20,819.0,832.0,832.0,4655.0
671,Crestwood High School,3904918,9,12,0.0,3,0,PORTAGE,491.0,Crestwood Local School District,Mantua,1730.0,9/8/20,Online Only,On Premises,Required for all staff,Required for all students,2020-12-18,9/9/20,Pending,Pending,10/29/20,1730.0,1699.0,1730.0,20789.0
672,Crestwood Middle School,3904918,6,8,0.0,2,0,PORTAGE,384.0,Crestwood Local School District,Mantua,1730.0,9/8/20,Online Only,On Premises,Required for all staff,Required for all students,2020-12-18,9/9/20,Pending,Pending,10/29/20,1730.0,1699.0,1730.0,20789.0
673,Crestwood Primary School,3904918,PK,2,0.0,1,0,PORTAGE,404.0,Crestwood Local School District,Mantua,1730.0,9/8/20,Online Only,On Premises,Required for all staff,Required for all students,2020-12-18,9/9/20,Pending,Pending,10/29/20,1730.0,1699.0,1730.0,20789.0
674,Crestwood Intermediate School,3904918,3,5,0.0,1,0,PORTAGE,420.0,Crestwood Local School District,Mantua,1730.0,9/8/20,Online Only,On Premises,Required for all staff,Required for all students,2020-12-18,9/9/20,Pending,Pending,10/29/20,1730.0,1699.0,1730.0,20789.0
675,Crooksville Elementary School,3904535,PK,4,0.0,1,0,PERRY,457.0,Crooksville Exempted Village School Dist,Crooksville,1063.0,8/19/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-14,8/26/20,Pending,Pending,8/21/20,1063.0,1106.0,1106.0,3771.0
676,Crooksville High School,3904535,9,12,0.0,3,0,PERRY,336.0,Crooksville Exempted Village School Dist,Crooksville,1063.0,8/19/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-14,8/26/20,Pending,Pending,8/21/20,1063.0,1106.0,1106.0,3771.0
677,Crooksville Middle School,3904535,5,8,0.0,2,0,PERRY,313.0,Crooksville Exempted Village School Dist,Crooksville,1063.0,8/19/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-14,8/26/20,Pending,Pending,8/21/20,1063.0,1106.0,1106.0,3771.0
678,Bolich Middle School,3904383,6,8,0.0,2,0,SUMMIT,598.0,Cuyahoga Falls City School District,Cuyahoga Falls,4824.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-05,8/26/20,Required for all staff,Required for all students,10/5/20,4824.0,4780.0,4824.0,66890.0
679,Cuyahoga Falls High School,3904383,9,12,0.0,3,0,SUMMIT,1542.0,Cuyahoga Falls City School District,Cuyahoga Falls,4824.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-05,8/26/20,Required for all staff,Required for all students,10/5/20,4824.0,4780.0,4824.0,66890.0
680,Elizabeth Price Elementary School,3904383,KG,5,0.0,1,0,SUMMIT,329.0,Cuyahoga Falls City School District,Cuyahoga Falls,4824.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-05,8/26/20,Required for all staff,Required for all students,10/5/20,4824.0,4780.0,4824.0,66890.0
681,Gordon Dewitt Elementary School,3904383,KG,5,0.0,1,0,SUMMIT,425.0,Cuyahoga Falls City School District,Cuyahoga Falls,4824.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-05,8/26/20,Required for all staff,Required for all students,10/5/20,4824.0,4780.0,4824.0,66890.0
682,Lincoln Elementary School,3904383,KG,5,0.0,1,0,SUMMIT,511.0,Cuyahoga Falls City School District,Cuyahoga Falls,4824.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-05,8/26/20,Required for all staff,Required for all students,10/5/20,4824.0,4780.0,4824.0,66890.0
683,Preston Elementary School,3904383,KG,5,0.0,1,0,SUMMIT,285.0,Cuyahoga Falls City School District,Cuyahoga Falls,4824.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-05,8/26/20,Required for all staff,Required for all students,10/5/20,4824.0,4780.0,4824.0,66890.0
684,Richardson Elementary School,3904383,KG,5,0.0,1,0,SUMMIT,399.0,Cuyahoga Falls City School District,Cuyahoga Falls,4824.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-05,8/26/20,Required for all staff,Required for all students,10/5/20,4824.0,4780.0,4824.0,66890.0
685,Roberts Middle School,3904383,6,8,0.0,2,0,SUMMIT,436.0,Cuyahoga Falls City School District,Cuyahoga Falls,4824.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-05,8/26/20,Required for all staff,Required for all students,10/5/20,4824.0,4780.0,4824.0,66890.0
686,Silver Lake Elementary School,3904383,KG,5,0.0,1,0,SUMMIT,255.0,Cuyahoga Falls City School District,Cuyahoga Falls,4824.0,8/26/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-05,8/26/20,Required for all staff,Required for all students,10/5/20,4824.0,4780.0,4824.0,66890.0
687,Cuyahoga Hts Middle School,3904655,6,8,0.0,2,0,CUYAHOGA,198.0,Cuyahoga Heights Schools,Cleveland,880.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-09-30,9/9/20,Required for all staff,Required for all students,9/30/20,880.0,758.0,880.0,98343.0
688,Cuyahoga Hts Elementary School,3904655,PK,5,0.0,1,0,CUYAHOGA,318.0,Cuyahoga Heights Schools,Cleveland,880.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-09-30,9/9/20,Required for all staff,Required for all students,9/30/20,880.0,758.0,880.0,98343.0
689,Cuyahoga Hts High School,3904655,9,12,0.0,3,0,CUYAHOGA,242.0,Cuyahoga Heights Schools,Cleveland,880.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-09-30,9/9/20,Required for all staff,Required for all students,9/30/20,880.0,758.0,880.0,98343.0
690,Dalton Elementary School,3905054,PK,4,0.0,1,0,WAYNE,336.0,Dalton Local School District,Dalton,878.0,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-04,8/26/20,Required for all staff,Required for all students,9/29/20,878.0,876.0,878.0,14429.0
691,Dalton High School,3905054,9,12,0.0,3,0,WAYNE,253.0,Dalton Local School District,Dalton,878.0,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-04,8/26/20,Required for all staff,Required for all students,9/29/20,878.0,876.0,878.0,14429.0
692,Dalton Middle School,3905054,5,8,0.0,2,0,WAYNE,287.0,Dalton Local School District,Dalton,878.0,8/24/20,On Premises,Hybrid,Required for all staff,Required for all students,2021-01-04,8/26/20,Required for all staff,Required for all students,9/29/20,878.0,876.0,878.0,14429.0
693,Danbury Elementary School,3904893,PK,4,0.0,1,0,OTTAWA,252.0,Danbury Local Schools,Lakeside Marblehead,680.0,9/9/20,On Premises,On Premises,Required for all staff,Required for all students,2020-12-16,9/9/20,Required for all staff,Required for all students,9/15/20,680.0,551.0,680.0,6616.0
694,Danbury High School,3904893,9,12,0.0,3,0,OTTAWA,157.0,Danbury Local Schools,Lakeside Marblehead,680.0,9/9/20,On Premises,On Premises,Required for all staff,Required for all students,2020-12-16,9/9/20,Required for all staff,Required for all students,9/15/20,680.0,551.0,680.0,6616.0
695,Danbury Middle School,3904893,5,8,0.0,2,0,OTTAWA,142.0,Danbury Local Schools,Lakeside Marblehead,680.0,9/9/20,On Premises,On Premises,Required for all staff,Required for all students,2020-12-16,9/9/20,Required for all staff,Required for all students,9/15/20,680.0,551.0,680.0,6616.0
696,Danville Elementary School,3904783,PK,6,0.0,1,0,KNOX,322.0,Danville Local School District,Danville,685.0,8/17/20,Other,Hybrid,Required for all staff,Required for all students,2020-12-18,8/18/20,Pending,Pending,8/21/20,685.0,624.0,685.0,4117.0
697,Danville High School,3904783,9,12,0.0,3,0,KNOX,165.0,Danville Local School District,Danville,685.0,8/17/20,Other,Hybrid,Required for all staff,Required for all students,2020-12-18,8/18/20,Pending,Pending,8/21/20,685.0,624.0,685.0,4117.0
698,Danville Middle School,3904783,7,8,0.0,2,0,KNOX,137.0,Danville Local School District,Danville,685.0,8/17/20,Other,Hybrid,Required for all staff,Required for all students,2020-12-18,8/18/20,Pending,Pending,8/21/20,685.0,624.0,685.0,4117.0
699,Dawson-Bryant High School,3904792,9,12,0.0,3,0,LAWRENCE,283.0,Dawson Bryant Local School District,Coal Grove,1145.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-13,9/2/20,Required for all staff,Required for all students,11/13/20,1145.0,1107.0,1145.0,9734.0
700,Dawson-Bryant Middle School,3904792,6,8,0.0,2,0,LAWRENCE,280.0,Dawson Bryant Local School District,Coal Grove,1145.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-13,9/2/20,Required for all staff,Required for all students,11/13/20,1145.0,1107.0,1145.0,9734.0
701,Dawson-Bryant Elementary School,3904792,PK,5,0.0,1,0,LAWRENCE,544.0,Dawson Bryant Local School District,Coal Grove,1145.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-11-13,9/2/20,Required for all staff,Required for all students,11/13/20,1145.0,1107.0,1145.0,9734.0
702,Belle Haven PreK-8 School,3904384,PK,8,0.0,1,0,MONTGOMERY,388.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
703,Belmont High School,3904384,7,12,0.0,3,0,MONTGOMERY,1123.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
704,Louise Troy PreK-4 School,3904384,PK,4,0.0,1,0,MONTGOMERY,468.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
705,Thurgood Marshall High School,3904384,9,12,0.0,3,0,MONTGOMERY,587.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
706,Dunbar High School,3904384,9,12,0.0,3,0,MONTGOMERY,605.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
707,Eastmont Park  PreK-8 School,3904384,PK,8,0.0,1,0,MONTGOMERY,430.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
708,Edison PreK-8 School,3904384,PK,8,0.0,1,0,MONTGOMERY,410.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
709,Fairview PreK-8 School,3904384,PK,8,0.0,1,0,MONTGOMERY,446.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
710,River's Edge Montessori PreK-6 School,3904384,PK,6,0.0,1,0,MONTGOMERY,554.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
711,Westwood PreK-8 School,3904384,PK,8,0.0,1,0,MONTGOMERY,354.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
712,Meadowdale PreK-8 School,3904384,PK,9,0.0,4,0,MONTGOMERY,358.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
713,Meadowdale High School,3904384,9,12,0.0,3,0,MONTGOMERY,475.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
714,Wright Brothers PreK-8 School,3904384,PK,8,0.0,1,0,MONTGOMERY,429.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
715,David H. Ponitz Career Technology  Center,3904384,9,12,0.0,3,0,MONTGOMERY,763.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
716,Stivers School For The Arts,3904384,7,12,0.0,3,0,MONTGOMERY,883.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
717,Valerie PreK-6 School,3904384,PK,6,0.0,1,0,MONTGOMERY,414.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
718,Edwin Joel Brown PreK-8 School,3904384,PK,8,0.0,1,0,MONTGOMERY,295.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
719,Kiser PreK-8 School,3904384,PK,8,0.0,1,0,MONTGOMERY,559.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
720,Wogaman 5-8 School,3904384,5,8,0.0,2,0,MONTGOMERY,233.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
721,World of Wonder PreK-8 School,3904384,PK,8,0.0,1,0,MONTGOMERY,333.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
722,Longfellow Alternative School,3904384,4,12,1.0,4,0,MONTGOMERY,200.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
723,Horace Mann PreK-8 School,3904384,PK,8,0.0,1,0,MONTGOMERY,434.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
724,Kemp PreK-6 School,3904384,PK,6,0.0,1,0,MONTGOMERY,501.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
725,Charity Adams Earley Girls Academy,3904384,PK,8,0.0,1,0,MONTGOMERY,381.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
726,Dayton Boys Preparatory Academy,3904384,PK,8,0.0,1,0,MONTGOMERY,206.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
727,Cleveland PreK-6 School,3904384,PK,6,0.0,1,0,MONTGOMERY,419.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
728,Ruskin PreK-8 School,3904384,PK,8,0.0,1,0,MONTGOMERY,550.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
729,Rosa Parks Early Learning Center,3904384,PK,KG,0.0,1,0,MONTGOMERY,224.0,Dayton Public Schools,Dayton,13361.0,9/8/20,Online Only,Online Only,Required for all staff,Required for all students,2020-12-14,9/9/20,Required for all staff,Required for all students,12/14/20,13361.0,13022.0,13361.0,59298.0
730,Amity Elementary School,3904385,3,6,0.0,1,0,HAMILTON,413.0,Deer Park Community City School District,Cincinnati,1344.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-15,8/26/20,Required for all staff,Required for all students,10/15/20,1344.0,1222.0,1344.0,92949.0
731,Deer Park  Jr/Sr High School,3904385,7,12,0.0,3,0,HAMILTON,546.0,Deer Park Community City School District,Cincinnati,1344.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-15,8/26/20,Required for all staff,Required for all students,10/15/20,1344.0,1222.0,1344.0,92949.0
732,Holmes Elementary School,3904385,KG,2,0.0,1,0,HAMILTON,263.0,Deer Park Community City School District,Cincinnati,1344.0,8/24/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-10-15,8/26/20,Required for all staff,Required for all students,10/15/20,1344.0,1222.0,1344.0,92949.0
733,Defiance Middle School,3904386,6,9,0.0,2,0,DEFIANCE,573.0,Defiance City School District,Defiance,2620.0,8/24/20,On Premises,On Premises,Required for all staff,Required for all students,2020-10-02,8/26/20,Required for all staff,Required for all students,10/2/20,2620.0,2453.0,2620.0,6687.0
734,Defiance High School,3904386,9,12,0.0,3,0,DEFIANCE,734.0,Defiance City School District,Defiance,2620.0,8/24/20,On Premises,On Premises,Required for all staff,Required for all students,2020-10-02,8/26/20,Required for all staff,Required for all students,10/2/20,2620.0,2453.0,2620.0,6687.0
735,Defiance Elementary School,3904386,KG,6,0.0,1,0,DEFIANCE,1146.0,Defiance City School District,Defiance,2620.0,8/24/20,On Premises,On Premises,Required for all staff,Required for all students,2020-10-02,8/26/20,Required for all staff,Required for all students,10/2/20,2620.0,2453.0,2620.0,6687.0
736,Robert F Schultz Elementary School,3904387,KG,4,0.0,1,0,DELAWARE,703.0,Delaware City School District,Delaware,5900.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-12-30,9/2/20,Required for all staff,Required for all students,12/30/20,5900.0,5613.0,5900.0,64485.0
737,David Smith Elementary School,3904387,KG,4,0.0,1,0,DELAWARE,472.0,Delaware City School District,Delaware,5900.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-12-30,9/2/20,Required for all staff,Required for all students,12/30/20,5900.0,5613.0,5900.0,64485.0
738,Ervin Carlisle Elementary School,3904387,KG,4,0.0,1,0,DELAWARE,575.0,Delaware City School District,Delaware,5900.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-12-30,9/2/20,Required for all staff,Required for all students,12/30/20,5900.0,5613.0,5900.0,64485.0
739,James Conger Elementary School,3904387,PK,4,0.0,1,0,DELAWARE,418.0,Delaware City School District,Delaware,5900.0,8/31/20,Hybrid,Hybrid,Required for all staff,Required for all students,2020-12-30,9/2/20,Required for all staff,Required for all students,12/30/20,5900.0,5613.0,5900.0,64485.0
